"","Date","Distance_to_Bull_1","Distance_to_Bull_2","Distance_to_Bull_3","Distance_to_Bull_4","Distance_to_Bull_5","Distance_to_Bull_6","Distance_to_Bull_7","Distance_to_Bull_8","Distance_to_Bull_9","Distance_to_Bull_10","Distance_to_Bull_12","Distance_to_Bull_13","Distance_to_Bull_14","Distance_to_Bull_15","Distance_to_Zambezi_River","Distance_to_Victoria_Falls"
"16",18032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",18033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",18034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",18035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",18036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",18037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",18038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",18039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",18040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",18041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",18042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",18043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",18044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",18045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",18046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",18047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",18048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",18049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",18050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",18051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",18052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",18053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",18054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",18055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",18056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",18057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",18058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",18059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",18060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",18061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",18062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",18063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",18064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",18065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",18066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",18067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",18068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",18069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",18070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",18071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",18072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",18073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",18074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",18075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",18076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",18077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",18078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",18079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",18080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",18081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",18082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",18083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",18084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",18085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",18086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",18087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",18088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",18089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",18090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",18091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",18092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",18093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",18094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",18095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",18096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",18097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",18098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",18099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",18100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",18101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",18102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",18103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",18104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",18105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",18106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",18107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",18108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",18109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",18110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",18111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",18112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",18113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",18114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",18115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",18116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",18117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",18118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",18119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",18120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",18121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",18122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",18123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",18124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",18125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",18126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",18127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",18128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",18129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",18130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",18131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",18132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",18133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",18134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",18135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",18136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",18137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",18138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",18139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",18170,48.1501653768385,8.43610735224177,15.290682191312,10.0011756027107,9.87199477681377,10.0996874409149,11.5350866378599,9.91727362925023,36.8105698472349,52.7708983348864,0,3.65863013689681,NA,NA,7.70086060718002,4.24670506821257
"125",18171,56.96102049792,7.95555835606235,15.5947489259644,10.1099400396399,8.82622907104823,11.4188110897946,11.5464525897625,10.1250817599474,37.8549536505575,51.3698786010238,0,4.19940383376324,NA,NA,7.39558184484325,3.95140061840644
"126",18172,57.2149480526828,5.67311100393507,16.4210184885148,9.36224131585124,11.2440479446922,9.15998869134186,9.24445913174666,7.67658231828952,44.3924395482005,49.1327247579951,0,2.90312722760363,NA,NA,5.44735862360241,2.04018550296171
"127",18173,60.4128745099154,4.84728445058759,17.2056157576625,6.33287243949761,13.4240874247282,7.5574635993247,7.21009183800431,5.90933627181989,44.942379630619,50.4401301319723,0,5.13717563317141,NA,NA,4.52231217869523,1.22619150841059
"128",18174,61.321905941766,5.29537868607628,16.8078857776599,6.00020647964411,14.7215386747156,7.91569603582999,7.44192245237276,5.25350127450066,45.9424356250361,53.0358988063249,0,5.13207445094533,NA,NA,4.71122349450643,1.60845682832052
"129",18175,61.5081449120205,5.29466651877215,17.4183075846272,6.66624427591345,13.7509444068042,7.42918323789544,7.71937951241325,5.96680477145597,44.9972041376347,54.8108928470456,0,4.69233663743005,NA,NA,4.50358168792924,1.55510203337779
"130",18176,59.0592398003949,7.83505345929169,15.4221142208907,10.3941433436518,11.7803970356025,9.87481730351133,9.65763712450417,9.52547832735889,44.2139209916943,45.3564624943066,0,7.28762387206944,NA,NA,6.83609091017145,3.53908771738439
"131",18177,57.7003991615435,8.21746390158366,15.6649424033436,11.5088543569206,6.20129096902046,10.6054274667444,10.7495495060932,9.83300823391623,46.383282393448,40.8318760584481,0,8.02719169699441,NA,NA,6.38077871251291,3.00905394167889
"132",18178,56.3289945043937,7.21209983512822,13.9596984320652,11.7635019192298,5.38720294216629,9.9793576551153,10.9022108634811,10.5979862423832,45.8678367233428,40.6797347294386,0,2.51088882961414,NA,NA,6.39402234260906,3.02054444326107
"133",18179,55.6481456167864,8.66321869769977,13.4434975262563,11.7253511707666,8.21241439759091,11.2064370475056,11.0820189359885,12.2693976525238,41.7708223623864,51.1582256399728,0,2.74482558509618,NA,NA,7.54350407392419,4.08175239882381
"134",18180,58.2810121031613,7.9200097781685,12.6759068799781,12.6927988425538,10.1059662411497,11.505939885503,11.5645299140953,11.6787114698121,40.6887707078486,52.1876687326683,0,8.5145524729606,NA,NA,8.23645416474043,4.80733572856881
"135",18181,57.1660246438583,9.3422635632835,13.3926504671216,12.6971507693654,11.1367107482424,11.2095828841472,11.4736887045059,11.753161738237,42.53849134033,49.9815899554373,0,13.0510006971932,NA,NA,7.53512864109243,4.15237539222281
"136",18182,57.6883180078865,8.80955242223923,14.3079108490329,11.3735604218323,12.5734588663088,10.8968245773221,11.2348617810992,10.6057558845492,42.8567244010515,50.9539113926743,0,15.2067605654273,NA,NA,7.18212026277833,3.79112014877945
"137",18183,57.3526119836934,8.56144166075701,16.1134178919742,11.199732737136,8.91762283304,10.8084272400228,10.9500467055169,11.1350132499144,43.5003847261536,51.3835444479698,0,6.12380656682736,NA,NA,6.72600110799172,3.31797281013335
"138",18184,56.5962891587336,7.00265137932556,14.7211929303643,10.0914300416409,6.8311671173765,13.5044025193029,10.1067235753609,11.1879069741859,46.7591563896396,53.5679800053985,0,2.28196972900582,NA,NA,5.34004165039862,1.95683607226279
"139",18185,56.8269978841942,5.46335330372607,15.7297345827549,8.6053042696841,7.7840208424987,8.09979151703944,8.27004173646906,7.55399075912257,47.7501576464406,54.8970532788562,0,0.728424849595136,NA,NA,3.95202039588901,0.493363086361155
"140",18186,56.7081885569891,5.01650691818364,18.4295856935154,8.95665782219151,10.7163791057943,8.53668176295694,8.49002184621531,8.30459744191412,49.606794092629,54.8839710521278,0,0.855029883671189,NA,NA,3.81621887653819,0.451152312543595
"141",18187,59.7575818269679,6.97654573060075,14.9888619071899,10.0393774392806,8.18998647947636,10.7207902253033,10.198538470948,9.56620851549357,45.8212346550404,50.861476606392,0,1.61976510103768,NA,NA,5.61322762385644,2.14854314341844
"142",18188,61.8930931655064,7.86702386256835,10.0387294566239,10.8205449862841,5.87838661561692,11.0411905307946,10.784647885701,10.1609672796011,44.2327503848551,47.8371802423175,0,3.75470037465053,NA,NA,7.35167766741777,3.87731967477679
"143",18189,60.6677760646217,8.53153886155931,9.52826878391419,11.5238523273851,6.18901918765234,11.0631455159489,11.3291040021002,8.73461983364131,42.9910733768973,46.9771421297498,0,3.35898354295978,NA,NA,7.81359935686169,4.34092323979867
"144",18190,60.2163988067257,8.78517577858613,7.60059223163791,12.0045107057008,6.73129414947825,11.6560265734014,11.6053329079208,10.290341776685,43.3504626835338,49.1206992477104,0,7.51392075538263,NA,NA,7.60158218027719,4.16253588506747
"145",18191,61.407141299717,6.14517603829037,12.2838232260886,9.00877661729982,8.49737916126405,8.81181738443727,8.54144111790018,8.61447470643712,45.8120072271067,54.2440968137627,0,5.29522253960852,NA,NA,5.75476736339289,2.23364739107492
"146",18192,60.3595506959424,2.04792099162473,16.780771434838,4.50969590084015,10.0228358735759,4.48942357967635,3.91966754928742,4.2090573882625,49.5373959986621,58.6781210288622,0,0.345854325549949,NA,NA,1.51826809991876,0.208325750183151
"147",18193,60.250088372459,4.38584790792522,13.3370079957295,7.98585527072063,4.1141868225509,8.18991445435111,7.89312541210245,7.81619430285954,47.3121338779508,54.489669454959,0,1.77370852632594,NA,NA,5.16530271256541,1.6907336407654
"148",18194,61.0582866602462,8.60925205991842,14.6330598816328,10.3493409626744,4.20295937730519,10.3158299265715,9.8549562339472,9.85042652946803,44.7465934573666,50.7072040220456,0,1.67985002852712,NA,NA,6.65516471766834,3.20635185878223
"149",18195,60.2151987753571,10.4093077112281,17.7798731620909,10.039789900729,7.4165274416115,10.1948319399215,10.1832731724292,10.0789585074062,43.3321353104613,52.2167208982976,0,3.19439182962355,NA,NA,5.86340577299026,2.38878946060135
"150",18196,59.0040991529183,8.87686982056092,16.6863963891898,8.60063924827846,12.6688242440595,8.14824114390378,8.09942215497895,8.79608937960496,45.9898365253743,54.1302397868134,0,4.68852057146556,NA,NA,4.74047730410214,1.31583733918379
"151",18197,60.9044212759329,9.91233265895631,11.3207372985837,9.25514377778655,15.2333720641451,9.09282092348966,8.83559938230308,10.3266439958086,46.938573895394,54.8560232084638,0,5.2519234786946,NA,NA,6.00368334030948,2.53020069156778
"152",18198,61.7008610804235,10.1097596464936,11.5176639926578,9.61636763060354,18.4459931374504,9.57875241280952,9.1105149641019,10.8315785514969,44.3112537664437,53.1175770107032,0,4.89576165547627,NA,NA,6.61943857290862,3.13906089390527
"153",18199,64.1388503908258,12.3945309626688,9.13417343426453,12.1656481731542,15.0908443680319,12.4854166393131,11.6579021070627,12.2712879471982,40.0561191941674,51.7311476031856,0,6.730089286094,NA,NA,8.80262633829856,6.01138181397593
"154",18200,65.361026100555,16.0963346592913,8.66386035496245,17.5936257716371,10.681635604342,15.4058109688833,15.3147970472663,16.0391670335651,36.6044371646678,51.4494597152015,0,8.72396693162447,NA,NA,12.535020392082,9.059746201258
"155",18201,68.7306938962175,17.9811573602808,9.74153849218737,27.3583958863952,7.15629846231852,18.4781058626933,18.4198021850477,18.4546510329177,34.0753983093504,54.2009267491469,0,10.3001618055502,15.7611432888069,NA,14.5655225786111,12.7168659454938
"156",18202,70.6166237849269,22.9753071753728,8.8624485570346,27.7666151953181,4.37006330937172,22.9508943069069,22.3351585425678,23.8953321664781,32.4720519545815,47.0415356138941,0,16.3926568789586,19.4208771483869,NA,18.5797505876564,16.7465984862434
"157",18203,71.4241862919987,23.6663011549171,11.0364619665441,31.942469550854,5.61036084909986,22.2708809578911,20.970036565514,28.1768139092619,31.953311623685,43.777536764049,0,16.1951395548112,20.1629472833458,NA,18.4206375448377,17.366340306799
"158",18204,71.5247447495943,23.9226615182851,17.6510155619137,34.3483919072343,3.87011248988446,23.0894382712448,21.0026307623818,29.3457501016612,29.6974227158009,44.4023201673653,0,18.4201770577104,NA,NA,19.3326059699528,17.1233881066673
"159",18205,72.8740514915426,25.680526906205,33.3991657062342,36.2837277021277,1.01719159133517,21.9057618718206,21.7956770247869,22.3184290288852,30.7770752665873,43.8491601698847,0,20.3517111103646,18.7121705966206,NA,18.0583913004795,16.0339422282589
"160",18206,74.3733312087155,22.8117673768394,37.4946144823171,28.2012936732249,0.97620929947228,21.0418067063231,20.648443264729,21.9849831231431,31.451254403282,44.1153228834695,0,13.4748056069306,19.2031241919034,NA,16.1886617672016,16.1101407935976
"161",18207,71.8243150645155,19.6942858727366,40.4409524199419,15.9412297453333,6.90726602465398,18.776332030593,18.8557474253471,18.7053541575125,33.2052928368489,45.8039406906673,0,12.9953556963075,17.6077681339201,NA,13.8806190866522,14.1910351214916
"162",18208,67.0149759664668,18.7250972263367,43.7061754535922,17.7108403066338,9.50739020867172,16.03623513929,16.8499611104157,17.1893363531219,32.6374557216016,50.0442259164891,0,11.3883588521494,14.3141929254421,NA,12.514429879554,12.9716090658982
"163",18209,64.6868852537815,19.6185169707367,40.6830364041759,18.6631361345764,11.8916211902251,16.9835122827209,18.9079193453708,19.5211310557608,31.6931748498647,43.2673517853029,0,12.7891484631684,16.752017511724,NA,15.0527359791208,13.1574889406041
"164",18210,67.9856725272702,24.5106338843568,38.8369260020946,23.7105812450458,15.135129456256,22.0970445261723,23.7107169602486,23.513999647716,27.457799994899,33.480141041352,0,14.5085014374104,21.6362512069238,NA,19.8897966112765,17.6551046914148
"165",18211,74.2151011584525,26.3249654716723,44.8015758889513,28.9349973808757,6.52838827406398,26.9507513352375,28.7112751048723,28.3465747988545,25.9926482086341,29.8242572317771,0,18.6939061524817,27.1971169498338,NA,21.2872594090568,24.4330717714575
"166",18212,75.4667173236651,23.2503762836674,48.5295144788804,29.8975247028527,1.32097321100384,29.6296574236171,29.5781521929908,29.6266939678057,29.0983242706615,28.9182290370593,0,29.0842335475012,29.2894006187848,NA,21.0514537886568,26.0913707588333
"167",18213,73.8943032184349,26.8749083986456,47.2951774150062,35.2616057361833,1.70909982956929,32.0280843615609,31.3540095660516,31.923409738122,31.2982443535398,27.5034938775777,0,30.9626587538744,30.926712004237,NA,21.6685108067092,27.5282333575833
"168",18214,74.0391181850586,28.7320912447591,45.878799410769,32.1018212541497,4.57060592931816,31.3404755610132,32.3537957022091,31.5734074420054,27.8214183928117,24.3502450015679,0,31.8316196702001,31.1419158392903,NA,24.0477033839958,28.5324113520746
"169",18215,82.8452547128284,32.6974986960117,47.7502599970189,34.5352040366982,3.18777052865653,41.7075570480498,40.5903467880154,34.1208787451738,27.4879225424307,27.6420103044753,0,37.7902976965647,36.9280053917604,NA,29.0804008810459,34.5980996450574
"170",18216,79.6046552817835,32.6595386318999,35.0219427061577,34.1923162883868,3.31578449912513,42.5038822359418,42.0141624474959,31.4542279259652,29.6708546064473,30.8979183714504,0,35.7740812463921,37.4440163704525,NA,26.4995424453497,33.0921560655698
"171",18217,77.6681713195425,29.0024623196076,30.1349352354482,28.8106568321868,7.48026964994188,28.8884470236819,29.9018513577206,28.993754533266,34.469645918603,34.6331173467513,0,33.8470846261939,36.1306710572045,NA,23.9337783349291,31.935928262457
"172",18218,80.3293205257431,31.3055659073215,27.434955228364,31.4630498142763,10.8215784260679,22.1952813235367,33.3239764854204,29.231874711473,30.2743730873016,30.502574854327,0,29.1826654130039,32.8266977264187,NA,24.4197256037402,31.1368686669367
"173",18219,77.3430753706201,30.0393790407919,26.9006404727536,30.547698656993,12.311414338296,18.8872329931809,34.3028070104852,28.445139017329,29.8498693852066,29.149523943602,0,14.6370209591845,33.2189147075789,NA,24.6356039652966,31.0494313266332
"174",18220,79.8374320702677,17.6914475439105,30.1859264182379,18.6579267293355,6.78114577744771,23.6069470144786,33.4403667231856,26.4300194975271,32.0595954327325,30.4252733341544,0,14.3037464954073,33.1841212374011,NA,23.1094448161578,30.4559660881907
"175",18221,80.9274935387016,15.1096462150226,26.5939211117719,14.0706839110991,6.69003977015182,23.4904350794736,33.4505304822944,30.7489988672456,31.9607655762931,31.4162735848015,0,14.1142944262299,32.5389952810719,NA,23.2534647482027,30.4985339545169
"176",18222,76.3375188901704,5.26500138984036,26.9648865525931,3.42916069468406,7.18214864527202,26.0772639051484,36.2245513798484,36.7039448821381,29.86641522654,28.5513749686404,0,15.1920500324345,31.7146838677672,NA,26.448918830452,32.7835628554369
"177",18223,65.5708137069909,8.33374215541775,25.6568116595641,2.68853955632845,1.54443140867946,24.5227720732777,34.0268912840215,33.7762372769539,27.3566548273605,26.290639822436,0,8.81581783568357,30.528682969341,NA,25.3041666971704,30.7532007463982
"178",18224,67.5207607106671,4.10089892375479,29.3635807187908,6.70398207325046,3.62843803993312,26.0631046689253,36.2830490113268,36.0423086510037,33.0838438370566,31.9395041084755,0,11.4396052320156,25.2791858367948,NA,25.673646000606,32.9844864291974
"179",18225,65.5675534067234,4.36718621534676,25.3109730091404,7.43881468731198,5.57964172298985,25.5639273083715,34.6987663501706,36.3159129701115,34.1908794857472,34.3623396684968,0,8.22811311938449,24.4362263156626,NA,25.0281156578057,32.2632938596783
"180",18226,62.4135819651944,9.65845801161774,24.2508021876936,8.65041494494737,2.35655789831169,22.7079959793916,34.9583209985978,34.1475939914632,32.5099566384644,33.1084780663732,0,5.66897962816626,22.7699813419705,NA,23.5306228449788,29.636188936821
"181",18227,78.3472771224847,16.2077402134228,28.3625309705935,6.96506668244796,5.41179235929637,19.7857429524702,33.2523896298119,33.4390159805955,32.2030056484614,32.2613456414017,0,6.63258738773301,22.7497523538023,NA,20.8241838489506,27.1052883300278
