"","Date","Distance_to_Bull_1","Distance_to_Bull_2","Distance_to_Bull_3","Distance_to_Bull_4","Distance_to_Bull_5","Distance_to_Bull_6","Distance_to_Bull_7","Distance_to_Bull_8","Distance_to_Bull_9","Distance_to_Bull_10","Distance_to_Bull_12","Distance_to_Bull_13","Distance_to_Bull_14","Distance_to_Bull_15","Distance_to_Zambezi_River","Distance_to_Victoria_Falls"
"34",2019-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2019-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2019-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2019-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2019-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",2019-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2019-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2019-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",2019-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2019-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2019-06-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",2019-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",2019-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2019-06-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",2019-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",2019-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",2019-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",2019-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",2019-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",2019-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",2019-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",2019-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",2019-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",2019-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",2019-06-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",2019-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",2019-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",2019-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",2019-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",2019-07-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2019-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",2019-07-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",2019-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",2019-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2019-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",2019-07-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",2019-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",2019-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2019-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2019-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",2019-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",2019-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2019-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2019-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",2019-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",2019-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",2019-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",2019-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",2019-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",2019-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",2019-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",2019-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2019-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",2019-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",2019-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",2019-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",2019-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",2019-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",2019-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",2019-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",2019-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",2019-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",2019-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",2019-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",2019-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",2019-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",2019-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",2019-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",2019-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2019-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",2019-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",2019-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",2019-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",2019-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",2019-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",2019-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",2019-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",2019-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",2019-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",2019-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2019-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",2019-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",2019-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",2019-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",2019-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",2019-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",2019-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2019-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2019-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",2019-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",2019-10-01,46.3573218491028,1.89156295581291,25.1968943912324,0.0894472834905642,15.8544322744666,3.20876990908068,2.88690250909304,0,45.9992418987392,61.9175396239317,9.91727362925023,6.33937289970289,NA,NA,1.58711223414332,0.589541916673409
"125",2019-10-02,54.4805689037885,2.68892183383963,25.7080824744664,0.0678290897876297,15.0927836514115,3.0464339836756,3.4870492630055,0,47.3924982311916,60.8543357984385,10.1250817599474,5.97858063400571,NA,NA,2.01903020008931,0.309351936602923
"126",2019-10-03,55.3108242492152,2.8200344024407,24.0636520325135,2.00879946906775,16.2558520783606,3.07907704427257,3.30693114268968,0,51.6709816061839,56.7419861768331,7.67658231828952,4.87728352367744,NA,NA,2.08133027063829,0.332004854844536
"127",2019-10-04,59.1536834370572,3.38401190278644,23.0956642487316,0.430717478107239,17.5817691746965,1.91544974656817,1.59380629172175,0,50.138211791736,56.3409079845135,5.90933627181989,1.18655857537067,NA,NA,2.57118700969726,0.259731089374433
"128",2019-10-05,61.233283255341,4.33988194467473,22.0595461929208,0.783001904174295,19.0357317112121,2.69268126583835,2.56962769347499,0,49.8868417647108,58.2892491157963,5.25350127450066,2.4350080760269,NA,NA,2.38604826354909,0.558341938422216
"129",2019-10-06,60.291189876873,1.97972545754953,23.2098964524994,0.734549010141907,18.0890064113452,1.52846013421111,1.96425875769978,0,50.196889082523,60.5206174054112,5.96680477145597,2.77514186946488,NA,NA,2.86843310528924,0.804408111165537
"130",2019-10-07,53.9557252346402,2.3244926158567,23.3843320819787,3.38500549343828,16.1269330109736,3.17629664147713,4.41824390898668,0,53.6207109256806,53.700876157516,9.52547832735889,2.44577106546881,NA,NA,2.34864511448797,0.182404833935774
"131",2019-10-08,55.5847454081444,1.81596361915861,25.4765037996375,3.62919058920982,13.7293676709377,2.46057754949429,3.18732950120673,0,54.59494052686,50.6454490754622,9.83300823391623,1.84642144284875,NA,NA,2.46896764246985,0.205310496556413
"132",2019-10-09,54.9696785510277,3.53552341904815,24.5407125592862,3.43688167880292,13.3536838871819,0.703097524439192,2.74345390166419,0,54.4844448427922,51.2734336155793,10.5979862423832,8.34862722191779,NA,NA,3.3162155817374,0.900472250866199
"133",2019-10-10,54.1592376499478,3.64988421277693,25.6505838803096,1.94095932262054,17.2879302672738,1.3912170666889,1.71923104419317,0,51.9222084875483,63.1044874128809,12.2693976525238,13.7946377043249,NA,NA,4.65723223472287,1.25548023319611
"134",2019-10-11,56.3010452614367,3.91690504160197,24.3446478755232,1.24864284878494,18.9329675244684,0.346644041228269,1.5278332465765,0,51.0640250699359,63.5682954325384,11.6787114698121,18.5208170290512,NA,NA,3.19565931344053,0.095453892593121
"135",2019-10-12,51.5925501009123,4.54986746546402,24.3428424420418,5.27136066263876,18.502959921441,1.92776923790886,6.08584759486122,0,54.2313069439558,60.7133554769716,11.753161738237,24.561730726235,NA,NA,3.62813792425107,1.72828285947756
"136",2019-10-13,54.176372828814,2.50011669574436,24.9128855148163,2.2043500731458,19.9816591006245,1.15603934080479,4.25047614709355,0,53.0658833393939,61.1904457473507,10.6057558845492,25.6494185644868,NA,NA,2.4966734227228,0.0507286554867297
"137",2019-10-14,54.7746191895954,3.03299425731703,27.1060666505031,0.165620414368595,17.4222270063661,2.30931246112772,2.87367419459089,0,54.0986291342826,62.4433912174035,11.1350132499144,17.1803660073672,NA,NA,3.48397385001241,1.15042792841937
"138",2019-10-15,52.8736996455384,4.72276798518064,25.7236747503851,2.71429048532648,15.7692992497078,2.35645213576484,5.66140037408748,0,57.7429165188578,64.5458275233192,11.1879069741859,9.27793464412164,NA,NA,4.98711629662201,2.4662753338938
"139",2019-10-16,55.3567473460258,2.10302701232232,23.2491893302648,2.14822688486161,14.2294613200488,2.35480530484181,3.00390105882062,0,54.6949817250045,62.4136468465176,7.55399075912257,6.82631574649316,NA,NA,2.85921450292119,0.461288820048938
"140",2019-10-17,56.2967236028089,3.4222680665078,26.7246147848152,2.42351808452305,18.0799847060969,0.414992913398112,1.10344584760879,0,56.7038061349935,63.1753605720141,8.30459744191412,7.61720079704759,NA,NA,4.07629482533417,0.842776672677769
"141",2019-10-18,59.3537291787727,3.49332036055126,24.5544791275437,1.20406358710006,16.0892237815312,1.67180522769501,1.34636602346838,0,53.9612922662544,60.3902348761078,9.56620851549357,8.02414164058988,NA,NA,4.41111143893635,0.523346528364206
"142",2019-10-19,60.8265353306211,4.95138454000039,20.129912961369,1.25618315456311,11.4705115461248,1.63860421572626,0.704666106453294,0,53.1619249209929,57.9120862013538,10.1609672796011,7.33100640285368,NA,NA,3.7637518481348,0.153501088488099
"143",2019-10-20,59.7452718707601,3.05398331930477,18.1829844223186,4.37663427040215,10.9165767739707,2.35375847339096,2.59943143414684,0,50.8316268197149,55.6386531978867,8.73461983364131,5.7276203665048,NA,NA,2.12980328235993,0.411220347489034
"144",2019-10-21,59.2738145925808,2.44748438754984,17.8654042475332,1.80001709975885,13.7322770851395,1.36972490231192,1.67534659039801,0,52.4751250778872,59.404726965118,10.290341776685,3.41324117163174,NA,NA,2.87218273027659,0.719891618800478
"145",2019-10-22,58.2335047570042,2.55501262228651,20.8179381273501,2.85612539320704,13.9005236380034,2.86251404672784,2.65508884741759,0,54.2829228249411,62.4252267901008,8.61447470643712,4.31566150570104,NA,NA,3.17333209074024,0.719458705299126
"146",2019-10-23,58.5713959728157,2.31855629676958,20.9839316739362,2.91095786099515,12.646865448187,1.56666242734805,2.35426270096722,0,53.7426726316913,62.4910149407837,4.2090573882625,4.55021749084781,NA,NA,3.34669242043964,0.663608607197607
"147",2019-10-24,60.5634766316428,4.3107450808823,20.2927199632508,1.21318206790101,11.8226250880412,0.559817995892524,0.393391308043026,0,54.1348627824468,62.3022766535923,7.81619430285954,8.09182788277991,NA,NA,4.23719095662194,0.484436037947926
"148",2019-10-25,61.5641186238537,3.03158621905865,23.1239399779819,0.81417810389813,13.5280980361599,0.983640354870592,1.12092098004548,0,53.2409395186498,60.4504776630312,9.85042652946803,9.39967044786493,NA,NA,4.37729227965877,0.707418281336245
"149",2019-10-26,61.204704243953,0.468798897137443,25.9784542579664,0.26025417499895,14.9922507792315,1.34743685870302,1.33949711066458,0,51.7846361287435,62.0967420229922,10.0789585074062,12.6138486356343,NA,NA,4.46783781793212,0.724188853056657
"150",2019-10-27,60.5899344386133,0.541027182092008,23.4895000123216,2.16366265334958,19.128608722107,1.365976245372,1.16674301010366,0,52.7978368492292,62.7334982743927,8.79608937960496,12.9861855920106,NA,NA,4.79190567352929,1.11976728557347
"151",2019-10-28,64.4687900278718,1.92460861073894,18.5592921268659,3.49386324246926,21.9023714518592,4.01919223171778,3.96477825474054,0,54.2386740366628,64.5557476267424,10.3266439958086,14.8782781903386,NA,NA,6.62286049444801,0.963943398948103
"152",2019-10-29,65.7195948854952,5.89739145305293,20.7933172833176,5.69151267891783,25.8899975654462,5.35604762731036,5.07832335671495,0,51.7067660590581,63.4297726214965,10.8315785514969,14.5001037119287,NA,NA,7.25120386655194,0.744406896810141
"153",2019-10-30,60.5006470298555,0.535630821403662,20.3494896076639,3.75829328482832,26.79694120443,0.215899276572215,0.667789341000191,0,52.1084373264477,62.8975048200324,12.2712879471982,11.1411941469303,NA,NA,4.69819072087471,0.84253720434276
"154",2019-10-31,59.647244115388,0.217017392588725,23.0166809763767,5.04083286794618,25.8721648466159,1.00312110147446,1.02201973568969,0,52.2525728467597,65.9815294376579,16.0391670335651,11.3524366610345,NA,NA,4.24956171633851,0.725952099225316
"155",2019-11-01,60.5235058773292,1.17799369183748,21.3431309062337,10.2090335358754,24.4900995107451,0.522859005613758,0.668311560588582,0,52.4872683266471,69.5341553066736,18.4546510329177,9.78288357261966,10.300748717923,NA,4.39261374184773,0.50259651079242
"156",2019-11-02,56.1739019810603,3.22387208149441,23.051121211107,4.27011465162769,26.5020147422322,3.63849260688515,4.04887768595699,0,55.9405252090702,65.1754320158325,23.8953321664781,7.63719402641815,7.81225976931316,NA,3.23103593229082,0.742044751075305
"157",2019-11-03,53.0158254988531,5.46089446526938,31.1638170169396,3.82250113418026,33.6060148190293,7.67349302771119,8.48120083144942,0,58.0195349436009,65.7647121782362,28.1768139092619,11.9990333579226,10.0509789278379,NA,6.88314673676375,4.46304563268427
"158",2019-11-04,54.7647240883222,5.43593196384967,34.5552859068875,5.600931507726,32.3052963665015,7.19785176371853,9.03216517320047,0,57.7947526144265,69.490782058905,29.3457501016612,10.9479900687738,NA,NA,8.2114729050477,5.67199927791846
"159",2019-11-05,59.9410773633638,5.7010777710298,39.9045695164793,14.3647294425183,23.0988194977386,1.3000785431458,1.88964915148385,0,52.436876955472,63.2142570558405,22.3184290288852,2.64830542664274,8.87991775296639,NA,3.34438753301494,0.428935926731916
"160",2019-11-06,58.7553815020545,0.829930212319484,39.4737175099108,18.7079261361534,22.9597925134026,2.54321426234997,3.45958566717086,0,51.6413529436528,61.4146703178705,21.9849831231431,8.54131864903907,8.3295407260088,NA,3.02420925316551,0.605628252339275
"161",2019-11-07,60.8788794993758,1.12001163045634,45.5692602984126,9.91200277436347,25.604556598922,0.0827350582024562,0.184491737641083,0,50.8612888185552,61.4348851722984,18.7053541575125,8.11884928731442,10.2568350821251,NA,4.15280265380198,0.404843893834609
"162",2019-11-08,58.5072052731917,2.04632502409753,51.2934340894632,1.69478679270553,26.072273550008,1.23464199347593,0.569328473626356,0,49.1548820592111,64.562741677091,17.1893363531219,7.53128874267268,6.02905542962893,NA,4.75182438271217,1.08372475064027
"163",2019-11-09,56.3492110083013,0.307799598123637,50.1371929034489,1.04844688798133,27.155071946109,6.37811096170596,0.970619293506925,0,50.9906854017571,60.7248797241197,19.5211310557608,7.36203082585421,2.86614286919759,NA,4.26531957472706,0.735093342395823
"164",2019-11-10,59.560872948216,2.20941842446515,51.5502837575662,1.40527496205761,22.8111703407975,3.58239593933934,0.730698350771663,0,50.8679922397936,56.3566976091341,23.513999647716,9.9711441513515,3.06990765377308,NA,4.55592080900644,0.886439811059704
"165",2019-11-11,56.1707190947662,4.95073920911053,50.2325177538234,1.57655309741661,26.9541108984035,2.57052241856118,0.597502951295547,0,50.4617514865301,53.7111441249229,28.3465747988545,10.1780031677473,2.35045272358169,NA,4.1075090125627,0.381722090444102
"166",2019-11-12,53.7626616348216,9.79170977307477,49.8659885396941,0.485435584839891,28.3148276479687,0.31062950361442,0.0848614339552239,0,50.9407667790853,51.6429119003074,29.6266939678057,3.99950884297893,3.92884440805496,NA,4.09680208846978,0.330200462814299
"167",2019-11-13,50.3190019426684,8.19766009315697,44.9383066118689,5.37415304835332,32.0956519201003,0.281271353569026,0.603456762797317,0,52.1851388298297,52.4383642257415,31.923409738122,4.45835702789558,4.85236578212345,NA,4.74647021520738,0.969231285194131
"168",2019-11-14,52.4304248372051,5.69986915107439,45.1105878828203,1.92753412493035,35.5446440266846,0.968536361372556,0.966678053928661,0,51.4199627463789,49.3496719754852,31.5734074420054,4.68691340853963,3.09118803676714,NA,4.19502697734222,0.52637340097266
"169",2019-11-15,61.1942908288146,1.63158136992504,47.9142977750876,0.614645303619706,31.2303825809688,10.7087199810317,9.75580077416666,0,50.9326444567115,51.5841998616341,34.1208787451738,9.15766781992192,8.08700181770613,NA,8.82202305019593,0.736815628436151
"170",2019-11-16,60.9547167367848,4.27866786916484,41.0409588817945,5.99211397591298,34.7693428866387,14.9964548936849,14.6239460668596,0,50.6046951454505,52.9382630968263,31.4542279259652,11.1013103078552,12.8550064815911,NA,10.6618919961311,1.38132850915613
"171",2019-11-17,59.7977903784376,1.28765455976433,36.0242228301989,1.25256903178926,36.2434296593434,11.2139252980594,11.9901168426801,0,52.1220641159574,53.2623634594604,28.993754533266,11.4321763879093,13.3887676589059,NA,11.6668329272038,2.37581459334674
"172",2019-11-18,63.1930846497583,2.42070033962186,35.3532848680591,3.23798894333631,39.7430235421744,8.44733986711979,9.89085962229903,0,50.2501121688119,52.2762445868847,29.231874711473,13.9289505557662,9.95626821456845,NA,10.8002794883571,1.41738642342277
"173",2019-11-19,60.5701463776632,1.65050435841911,39.4693626653445,2.14966597564492,40.7169290016111,13.1393504131391,8.68312796008157,0,47.8303083409257,50.6910193314564,28.445139017329,18.2506113388683,10.678294496325,NA,10.2611489067985,0.501615231571273
"174",2019-11-20,64.0606436002438,19.1284447782845,40.3551655722392,18.1999995655507,30.2918792623341,9.71919595284979,10.5368973869475,0,49.0389328671599,49.7258409086741,26.4300194975271,22.443314783092,12.8846982782037,NA,11.8747766552534,1.79915566139689
"175",2019-11-21,59.0849922093856,41.2731599110522,31.7326530796314,40.5714873134971,30.1897670489179,8.97433499372792,4.07268799364372,0,49.3560429748125,51.2845366700251,30.7489988672456,22.8461275300521,6.81230348829485,NA,6.75771245698061,0.917796985216735
